1.509710117800629886e-02,1.481766162439254048e-02,1.509710117801281622e-02,1.481766162439905783e-02,8.488791779605138130e-03,8.381383945120116780e-03,6.608307935413558140e-03,6.436276243694499799e-03,1.462987601926547271e-09,1.435577923298943064e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.516858906783678556e-15,6.516858906783678556e-15
1.469773546793532414e-02,1.481193027551741363e-02,1.469773546794183802e-02,1.481193027552392752e-02,8.244624877645803998e-03,8.371282129771706257e-03,6.453106869725414203e-03,6.440644062288349535e-03,3.720564105882670998e-09,4.083457358620509348e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.514590530055067147e-15,6.514590530055067147e-15
1.393444403825688967e-02,1.481549718702719273e-02,1.393444403826340355e-02,1.481549718703370662e-02,7.837497901361482541e-03,8.372758916205542967e-03,6.096939800958191269e-03,6.442732214246680786e-03,6.335937216639427351e-09,6.056574969073342560e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.513116019353583258e-15,6.513116019353583258e-15
1.490338974543335693e-02,1.480627261310986376e-02,1.490338974543986908e-02,1.480627261311637591e-02,8.402928804699580020e-03,8.373073220452449672e-03,6.500454405614196872e-03,6.433191960601776505e-03,6.535119580993192309e-09,7.432055637086764690e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.511504452515247684e-15,6.511504452515247684e-15
1.494564271825582491e-02,1.480837807311633642e-02,1.494564271826233706e-02,1.480837807312284857e-02,8.376755530671237474e-03,8.370911528650739480e-03,6.568879702590906151e-03,6.437457896043756282e-03,7.484993680739605836e-09,8.648421839394370336e-09,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.512605319999473030e-15,6.512605319999473030e-15
1.472399424441423778e-02,1.481166788838327551e-02,1.472399424442075166e-02,1.481166788838978940e-02,8.245057857208826571e-03,8.371766343501126084e-03,6.478926028883433275e-03,6.439891502042615484e-03,1.035832197870952503e-08,1.004283953358709913e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.513981540008437571e-15,6.513981540008437571e-15
1.373597717684587986e-02,1.480929094140228178e-02,1.373597717685239548e-02,1.480929094140879740e-02,7.723118635281831651e-03,8.372657770520453360e-03,6.012846636950605617e-03,6.436621380737672302e-03,1.190461344331666331e-08,1.179014415588792006e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.516230228731930293e-15,6.516230228731930293e-15
1.377867871252473793e-02,1.480700804109212447e-02,1.377867871253125702e-02,1.480700804109864356e-02,7.737877698494198889e-03,8.372908456251965115e-03,6.040790768847992091e-03,6.434085978919080323e-03,1.024518254795965103e-08,1.360592107820529719e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.518790739933768257e-15,6.518790739933768257e-15
1.425297988502663427e-02,1.481204586999924216e-02,1.425297988503315509e-02,1.481204587000576299e-02,8.013397389658801981e-03,8.372190291502455695e-03,6.239569452778182500e-03,6.439840770310743638e-03,1.304258965030441449e-08,1.480818604259355539e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.520442735272090951e-15,6.520442735272090951e-15
1.408049226329390578e-02,1.481075040208362434e-02,1.408049226330042834e-02,1.481075040209014690e-02,7.951424898865753002e-03,8.372548504066676042e-03,6.129053257518984194e-03,6.438185971270714812e-03,1.410690916915510435e-08,1.592674623433371234e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.521738861391473678e-15,6.521738861391473678e-15
1.429428338610269460e-02,1.481477625529956620e-02,1.429428338610921716e-02,1.481477625530608876e-02,8.037966226535703945e-03,8.374596952733999108e-03,6.256302951846786330e-03,6.440162126517445101e-03,1.420772020327092597e-08,1.717604812124207905e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.523265080454760259e-15,6.523265080454760259e-15
1.522927231727937494e-02,1.481622733691487920e-02,1.522927231728589924e-02,1.481622733692140349e-02,8.591581650693539893e-03,8.375631752204978561e-03,6.637671249413767786e-03,6.440576893725983784e-03,1.941717206847569822e-08,1.869098391606265130e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.524684433422662504e-15,6.524684433422662504e-15
1.419034446168984318e-02,1.481479724397484488e-02,1.419034446169637094e-02,1.481479724398137264e-02,7.994464969267157592e-03,8.373842812737205057e-03,6.195860967695285965e-03,6.440934126365414382e-03,1.852472740045846112e-08,2.030487222464795844e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.527323598324587108e-15,6.527323598324587108e-15
1.453298448223907385e-02,1.481414277125254163e-02,1.453298448224560509e-02,1.481414277125907286e-02,8.178561352526120265e-03,8.372752385810929010e-03,6.354400217498495408e-03,6.441367856715638461e-03,2.291221445907494555e-08,2.252872597353041374e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.530908175457718977e-15,6.530908175457718977e-15
1.450269128909406451e-02,1.481385026902346490e-02,1.450269128910060094e-02,1.481385026903000134e-02,8.189252186118147966e-03,8.372338422063937621e-03,6.313414399534314318e-03,6.441485738171733207e-03,2.470344160225443913e-08,2.610878779378923770e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.535822381440827756e-15,6.535822381440827756e-15
1.481821351495099352e-02,1.481503802038520480e-02,1.481821351495753517e-02,1.481503802039174644e-02,8.343788385422185039e-03,8.375561754973732953e-03,6.474393275363480443e-03,6.439444344056398720e-03,3.185416532767663940e-08,3.192135507359114470e-08,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.541062284674815970e-15,6.541062284674815970e-15
